kernel,n_events,iters,min_ms,med_ms,us_per_event,out_changed
candb_top,1,30,0.02568,0.02623,25.680,48/48
candb_top,2,30,0.02664,0.02701,13.320,96/96
candb_top,4,30,0.02871,0.02922,7.178,192/192
candb_top,8,30,0.03277,0.03305,4.096,384/384
candb_top,16,30,0.04053,0.04084,2.533,768/768
candb_top,32,30,0.05579,0.05639,1.743,1536/1536
candb_top,64,30,0.08830,0.08870,1.380,3072/3072
candb_top,128,30,0.15041,0.15098,1.175,6144/6144
candb_top,256,30,0.27472,0.27777,1.073,12288/12288
SWEEP_DONE
