kernel,n_events,iters,min_ms,med_ms,us_per_event,out_changed
objb_top,1,30,0.03235,0.04021,32.350,192/192
objb_top,2,30,0.03610,0.04365,18.050,384/384
objb_top,4,30,0.04454,0.05185,11.135,768/768
objb_top,8,30,0.06068,0.06798,7.585,1536/1536
objb_top,16,30,0.09385,0.10126,5.866,3072/3072
objb_top,32,30,0.16586,0.16626,5.183,6144/6144
objb_top,64,30,0.29816,0.30026,4.659,12288/12288
objb_top,128,30,0.55978,0.56185,4.373,24576/24576
objb_top,256,30,1.08379,1.08465,4.234,49152/49152
SWEEP_DONE
