epoch,versal,aie,sysmon_max,VCCINT_V,VCC_SOC_V,VCC_PMC_V,VCC_RAM_V,VCCINT_PSLP_V,VCCINT_PSFP_V,VCCAUX_V,VCCAUX_PMC_V,VCC_MIO_V,VCC1V8_V,VCC3V3_V,VCC_DDR4_V,VCC1V1_LP4_V,VADJ_FMC_V,MGTYAVCC_V,MGTYAVTT_V,MGTYVCCAUX_V,VCCINT_W,VCC_SOC_W,VCC_PMC_W,VCC_RAM_W,VCCINT_PSLP_W,VCCINT_PSFP_W,VCCAUX_W,VCCAUX_PMC_W,VCC_MIO_W,VCC1V8_W,VCC3V3_W,VCC_DDR4_W,VCC1V1_LP4_W,VADJ_FMC_W,MGTYAVCC_W,MGTYAVTT_W,MGTYVCCAUX_W,total_W
1786330638.39,32.382,30.398,34.070,0.8037,0.8087,0.7988,0.8000,0.8000,0.8013,1.5038,1.4988,1.8000,1.7963,3.3138,1.2012,1.1013,0.0037,0.8788,1.2038,1.4938,-1.3503,4.7150,0.1142,0.0752,0.1668,0.3754,1.5293,0.1102,0.1440,0.0117,0.0232,0.5490,1.1662,-0.0000,0.1867,0.1715,0.0030,7.9911
1786330639.39,32.093,30.406,34.070,0.8050,0.8087,0.7988,0.8000,0.7988,0.8013,1.5025,1.4988,1.8013,1.7975,3.3150,1.2000,1.1013,0.0037,0.8788,1.2038,1.4938,-2.3426,4.7312,0.1106,0.0748,0.1669,0.3650,1.5401,0.1102,0.1432,0.0126,0.0232,0.5508,1.1662,-0.0000,0.1867,0.1715,0.0030,7.0135
1786330640.39,32.335,30.914,34.070,0.8025,0.8087,0.7988,0.7988,0.7988,0.8013,1.5012,1.5000,1.8013,1.7963,3.3163,1.2000,1.1013,0.0037,0.8788,1.2025,1.4950,-1.2760,4.7352,0.1182,0.0755,0.1669,0.3670,1.5268,0.1103,0.1450,0.0126,0.0232,0.5448,1.1657,-0.0000,0.1878,0.1699,0.0037,8.0766
1786330641.39,32.304,30.929,34.070,0.8037,0.8100,0.7988,0.8000,0.8000,0.8013,1.5025,1.4988,1.8000,1.7975,3.3150,1.2000,1.1000,0.0037,0.8788,1.2038,1.4950,-1.7602,4.7304,0.1142,0.0756,0.1672,0.3718,1.5378,0.1102,0.1431,0.0126,0.0215,0.5466,1.1638,-0.0000,0.1867,0.1730,0.0022,7.5966
1786330642.39,32.476,30.734,34.070,0.8025,0.8100,0.8000,0.8013,0.8000,0.8013,1.5025,1.4988,1.8000,1.7963,3.3138,1.2000,1.1013,0.0037,0.8788,1.2025,1.4938,-1.7575,4.7304,0.1128,0.0749,0.1672,0.3670,1.5243,0.1102,0.1449,0.0117,0.0232,0.5472,1.1657,0.0000,0.1878,0.1699,0.0030,7.5826
1786330643.39,32.164,30.757,34.070,0.8037,0.8087,0.8000,0.8000,0.7975,0.8013,1.5012,1.5000,1.8000,1.7950,3.3138,1.2000,1.1013,0.0050,0.8775,1.2025,1.4938,-1.8567,4.7191,0.1120,0.0752,0.1667,0.3746,1.5298,0.1095,0.1440,0.0135,0.0249,0.5472,1.1657,-0.0000,0.1854,0.1699,0.0022,7.4828
1786330644.39,32.273,30.726,34.070,0.8037,0.8100,0.7988,0.8013,0.7988,0.8013,1.5025,1.4988,1.8013,1.7963,3.3138,1.2000,1.1013,0.0037,0.8775,1.2025,1.4938,-1.7843,4.7183,0.1170,0.0749,0.1669,0.3710,1.5250,0.1109,0.1441,0.0117,0.0232,0.5472,1.1662,-0.0000,0.1865,0.1699,0.0030,7.5514
1786330645.40,32.320,30.593,34.070,0.8037,0.8087,0.8000,0.8000,0.7988,0.8013,1.5038,1.4988,1.8000,1.7963,3.3138,1.2012,1.1013,0.0037,0.8762,1.2025,1.4950,-1.1815,4.7231,0.1200,0.0752,0.1673,0.3686,1.5368,0.1102,0.1440,0.0126,0.0249,0.5466,1.1651,-0.0000,0.1862,0.1714,0.0030,8.1734
1786330646.40,32.343,30.640,34.070,0.8037,0.8100,0.7988,0.8000,0.7988,0.8013,1.5025,1.5000,1.8013,1.7963,3.3150,1.2012,1.1013,0.0037,0.8775,1.2025,1.4938,-1.4226,4.7466,0.1122,0.0752,0.1669,0.3710,1.5258,0.1118,0.1450,0.0117,0.0232,0.5562,1.1657,0.0000,0.1865,0.1699,0.0030,7.9479
1786330647.40,32.367,30.664,34.070,0.8037,0.8087,0.8000,0.8013,0.7988,0.8013,1.5025,1.5000,1.8013,1.7975,3.3138,1.2000,1.1000,0.0050,0.8775,1.2025,1.4938,-1.7361,4.7231,0.1100,0.0749,0.1669,0.3554,1.5393,0.1103,0.1450,0.0135,0.0232,0.5472,1.1649,-0.0000,0.1865,0.1744,0.0030,7.6014
1786330648.40,32.156,30.875,34.070,0.8037,0.8087,0.7988,0.8000,0.7988,0.8013,1.5025,1.5000,1.8000,1.7975,3.3150,1.2000,1.1013,0.0037,0.8788,1.2038,1.4963,-2.3389,4.7271,0.1118,0.0748,0.1669,0.3702,1.5280,0.1103,0.1431,0.0117,0.0249,0.5460,1.1662,-0.0000,0.1856,0.1715,0.0030,7.0023
1786330649.40,31.742,30.843,34.070,0.8037,0.8087,0.8000,0.8013,0.7988,0.8013,1.5012,1.5000,1.8013,1.7950,3.3138,1.2000,1.1013,0.0050,0.8788,1.2025,1.4938,-1.2056,4.7191,0.1148,0.0749,0.1665,0.3654,1.5365,0.1095,0.1441,0.0126,0.0249,0.5490,1.1657,-0.0000,0.1845,0.1714,0.0030,8.1361
1786330650.40,31.851,30.523,34.070,0.8025,0.8087,0.7975,0.7988,0.7988,0.8013,1.5025,1.5012,1.8000,1.7963,3.3150,1.2012,1.1000,0.0050,0.8775,1.2025,1.4938,-1.9982,4.7271,0.1164,0.0747,0.1669,0.3634,1.5280,0.1103,0.1440,0.0126,0.0232,0.5454,1.1649,0.0000,0.1865,0.1714,0.0030,7.3396
1786330651.40,32.046,30.601,34.070,0.8037,0.8100,0.7988,0.8000,0.7988,0.8000,1.5025,1.5000,1.8000,1.7963,3.3138,1.2000,1.1000,0.0050,0.8788,1.2038,1.4938,-2.0737,4.7304,0.1138,0.0756,0.1669,0.3668,1.5288,0.1095,0.1440,0.0135,0.0232,0.5466,1.1649,-0.0000,0.1867,0.1700,0.0037,7.2708
1786330652.40,32.289,30.523,34.070,0.8025,0.8087,0.8000,0.8013,0.7988,0.8013,1.5025,1.5012,1.8013,1.7950,3.3138,1.1987,1.1013,0.0037,0.8788,1.2025,1.4938,-1.9260,4.7352,0.1100,0.0757,0.1669,0.3646,1.5265,0.1103,0.1432,0.0135,0.0249,0.5484,1.1662,-0.0000,0.1867,0.1699,0.0030,7.4191
1786330653.40,32.015,30.414,34.070,0.8037,0.8100,0.8000,0.8000,0.7988,0.8013,1.5025,1.4988,1.8013,1.7963,3.3150,1.2012,1.1013,0.0025,0.8788,1.2025,1.4938,-2.0978,4.7223,0.1128,0.0744,0.1661,0.3702,1.5280,0.1109,0.1441,0.0126,0.0232,0.5472,1.1657,0.0000,0.1867,0.1699,0.0022,7.2385
1786330654.40,32.085,30.515,34.070,0.8037,0.8075,0.8000,0.8013,0.7988,0.8013,1.5025,1.4988,1.8013,1.7950,3.3150,1.2000,1.1000,0.0025,0.8788,1.2025,1.4950,-2.0737,4.7118,0.1148,0.0753,0.1665,0.3666,1.5371,0.1094,0.1450,0.0126,0.0215,0.5532,1.1649,-0.0000,0.1878,0.1699,0.0022,7.2649
1786330655.40,32.914,30.445,34.070,0.8037,0.8087,0.8000,0.8000,0.7988,0.8013,1.5025,1.4988,1.8000,1.7963,3.3150,1.2000,1.1013,0.0025,0.8775,1.2038,1.4938,-1.8084,4.7595,0.1112,0.0748,0.1669,0.3714,1.5318,0.1102,0.1440,0.0126,0.0232,0.5628,1.1662,-0.0000,0.1854,0.1700,0.0030,7.5845
1786330656.40,32.125,30.976,34.070,0.8037,0.8087,0.7988,0.8013,0.7988,0.8013,1.5025,1.5000,1.8000,1.7963,3.3150,1.2000,1.1013,0.0037,0.8788,1.2025,1.4938,-1.5673,4.7150,0.1162,0.0753,0.1669,0.3610,1.5318,0.1103,0.1431,0.0126,0.0215,0.5460,1.1657,-0.0000,0.1867,0.1699,0.0030,7.7577
1786330657.40,32.406,30.523,34.070,0.8037,0.8075,0.7975,0.8000,0.8000,0.8013,1.5025,1.5000,1.8013,1.7963,3.3150,1.2012,1.1013,0.0050,0.8775,1.2038,1.4938,-1.3985,4.7198,0.1168,0.0760,0.1672,0.3646,1.5243,0.1110,0.1450,0.0126,0.0265,0.5490,1.1662,-0.0000,0.1876,0.1715,0.0030,7.9426
1786330658.40,32.390,30.492,34.070,0.8037,0.8087,0.8000,0.8025,0.7988,0.8013,1.5012,1.5000,1.8000,1.7963,3.3138,1.2000,1.1013,0.0025,0.8775,1.2038,1.4938,-1.2056,4.7271,0.1148,0.0754,0.1669,0.3670,1.5290,0.1110,0.1449,0.0117,0.0265,0.5484,1.1662,-0.0000,0.1865,0.1715,0.0030,8.1444
1786330659.40,32.273,30.953,34.070,0.8025,0.8087,0.7988,0.8000,0.7988,0.8013,1.5025,1.5000,1.8000,1.7963,3.3150,1.2000,1.1013,0.0025,0.8788,1.2025,1.4938,-1.3001,4.7191,0.1154,0.0748,0.1669,0.3654,1.5280,0.1110,0.1440,0.0126,0.0249,0.5460,1.1662,-0.0000,0.1867,0.1714,0.0030,8.0353
1786330660.40,32.234,30.757,34.070,0.8025,0.8087,0.8000,0.8013,0.7988,0.8013,1.5025,1.4988,1.7988,1.7963,3.3150,1.2000,1.1013,0.0037,0.8788,1.2025,1.4938,-2.1908,4.7231,0.1188,0.0757,0.1661,0.3658,1.5371,0.1094,0.1439,0.0117,0.0215,0.5484,1.1662,-0.0000,0.1867,0.1684,0.0022,7.1542
1786330661.40,32.140,30.578,34.070,0.8037,0.8087,0.7988,0.8013,0.7988,0.8013,1.5025,1.5000,1.8013,1.7963,3.3163,1.2000,1.1013,0.0025,0.8788,1.2038,1.4925,-1.1815,4.7191,0.1142,0.0753,0.1665,0.3718,1.5280,0.1103,0.1450,0.0117,0.0232,0.5454,1.1657,-0.0000,0.1878,0.1715,0.0022,8.1563
1786330662.40,32.093,30.765,34.070,0.8025,0.8087,0.8000,0.7988,0.7988,0.8000,1.5025,1.5000,1.8013,1.7950,3.3150,1.2012,1.1000,0.0037,0.8775,1.2025,1.4950,-1.3241,4.7150,0.1180,0.0751,0.1673,0.3624,1.5393,0.1103,0.1450,0.0126,0.0232,0.5484,1.1649,-0.0000,0.1887,0.1714,0.0030,8.0203
1786330663.40,32.335,30.765,34.070,0.8025,0.8087,0.7988,0.8000,0.7988,0.8013,1.5025,1.5000,1.8025,1.7963,3.3150,1.2000,1.1000,0.0025,0.8788,1.2025,1.4950,-1.4445,4.7231,0.1170,0.0756,0.1669,0.3666,1.5280,0.1103,0.1442,0.0126,0.0249,0.5472,1.1649,-0.0000,0.1856,0.1714,0.0022,7.8960
1786330664.40,32.281,30.242,34.070,0.8025,0.8075,0.8000,0.7988,0.7988,0.8000,1.5025,1.4975,1.8013,1.7963,3.3138,1.2000,1.1000,0.0037,0.8762,1.2025,1.4938,-2.2631,4.7279,0.1120,0.0751,0.1669,0.3648,1.5393,0.1116,0.1450,0.0117,0.0232,0.5466,1.1638,-0.0000,0.1862,0.1699,0.0022,7.0831
1786330665.40,32.015,30.726,34.070,0.8025,0.8087,0.7988,0.8000,0.7988,0.8000,1.5025,1.4988,1.8013,1.7963,3.3138,1.2000,1.1013,0.0050,0.8775,1.2038,1.4950,-0.9149,4.7191,0.1126,0.0748,0.1665,0.3616,1.5273,0.1102,0.1441,0.0135,0.0249,0.5460,1.1662,-0.0000,0.1854,0.1715,0.0030,8.4118
1786330666.40,32.679,30.523,34.070,0.8037,0.8087,0.7988,0.8000,0.8000,0.8000,1.5025,1.4988,1.8013,1.7950,3.3138,1.2012,1.1025,0.0037,0.8775,1.2025,1.4938,-1.2538,4.6948,0.1142,0.0748,0.1668,0.3704,1.5303,0.1109,0.1450,0.0126,0.0249,0.5472,1.1664,-0.0000,0.1865,0.1699,0.0030,8.0637
1786330667.40,32.179,30.515,34.070,0.8025,0.8087,0.7988,0.8025,0.7988,0.8000,1.5012,1.4988,1.8000,1.7963,3.3150,1.2000,1.1000,0.0037,0.8788,1.2012,1.4938,-1.6853,4.7271,0.1114,0.0754,0.1665,0.3624,1.5328,0.1094,0.1449,0.0117,0.0232,0.5448,1.1643,-0.0000,0.1867,0.1712,0.0022,7.6490
1786330668.40,32.000,30.351,34.070,0.8037,0.8100,0.7975,0.8013,0.7988,0.8013,1.5025,1.5000,1.8013,1.7963,3.3150,1.2000,1.1013,0.0037,0.8775,1.2038,1.4938,-1.5673,4.7102,0.1184,0.0753,0.1669,0.3606,1.5326,0.1110,0.1441,0.0126,0.0249,0.5466,1.1657,0.0000,0.1876,0.1730,0.0030,7.7650
1786330669.40,32.023,30.750,34.070,0.8037,0.8087,0.8000,0.8013,0.7988,0.7988,1.5025,1.4988,1.8013,1.7963,3.3150,1.2000,1.1013,0.0037,0.8775,1.2025,1.4938,-1.3744,4.7231,0.1116,0.0753,0.1669,0.3638,1.5303,0.1109,0.1432,0.0135,0.0249,0.5466,1.1651,-0.0000,0.1887,0.1714,0.0030,7.9638
1786330670.40,32.320,30.898,34.070,0.8037,0.8087,0.8000,0.8013,0.7988,0.8000,1.5025,1.5000,1.8013,1.7963,3.3138,1.2012,1.1013,0.0025,0.8762,1.2025,1.4938,-2.4354,4.7191,0.1188,0.0753,0.1669,0.3680,1.5265,0.1095,0.1441,0.0126,0.0249,0.5478,1.1657,-0.0000,0.1862,0.1684,0.0037,6.9020
1786330671.40,32.304,30.640,34.070,0.8037,0.8075,0.8000,0.8013,0.8000,0.8013,1.5025,1.5000,1.8013,1.7950,3.3138,1.2000,1.1013,0.0037,0.8788,1.2038,1.4938,-1.7602,4.7118,0.1148,0.0749,0.1676,0.3694,1.5280,0.1095,0.1432,0.0108,0.0232,0.5466,1.1646,-0.0000,0.1867,0.1700,0.0022,7.5631
1786330672.40,32.179,30.789,34.070,0.8037,0.8100,0.7988,0.8025,0.7988,0.8000,1.5025,1.5000,1.8013,1.7963,3.3138,1.2012,1.1000,0.0037,0.8775,1.2012,1.4938,-1.6155,4.7345,0.1134,0.0754,0.1673,0.3648,1.5280,0.1110,0.1441,0.0126,0.0232,0.5472,1.1638,-0.0000,0.1865,0.1697,0.0030,7.7289
1786330673.40,32.203,30.773,34.070,0.8025,0.8100,0.7975,0.8013,0.8000,0.8000,1.5025,1.4988,1.8013,1.7963,3.3163,1.2012,1.1025,0.0037,0.8775,1.2025,1.4938,-1.3963,4.7345,0.1200,0.0745,0.1676,0.3580,1.5378,0.1094,0.1432,0.0117,0.0232,0.5472,1.1675,-0.0000,0.1876,0.1714,0.0037,7.9609
1786330674.40,32.648,30.718,34.070,0.8025,0.8113,0.7975,0.8013,0.7988,0.8013,1.5012,1.5000,1.8000,1.7950,3.3150,1.2000,1.1013,0.0037,0.8788,1.2025,1.4950,-1.6853,4.7336,0.1164,0.0753,0.1665,0.3654,1.5260,0.1110,0.1431,0.0135,0.0249,0.5454,1.1668,-0.0000,0.1867,0.1699,0.0030,7.6622
1786330675.40,31.875,30.460,34.070,0.8037,0.8087,0.7988,0.8013,0.7988,0.8000,1.5025,1.4988,1.8000,1.7963,3.3138,1.2000,1.1013,0.0025,0.8775,1.2025,1.4938,-1.8808,4.7312,0.1158,0.0753,0.1665,0.3696,1.5393,0.1094,0.1440,0.0126,0.0232,0.5460,1.1657,-0.0000,0.1854,0.1699,0.0030,7.4761
1786330676.40,31.960,30.539,34.070,0.8050,0.8087,0.7988,0.8013,0.7988,0.8013,1.5025,1.5000,1.8013,1.7963,3.3138,1.2000,1.1013,0.0037,0.8762,1.2025,1.4938,-1.7388,4.7191,0.1146,0.0749,0.1673,0.3702,1.5273,0.1103,0.1432,0.0126,0.0232,0.5448,1.1662,-0.0000,0.1862,0.1714,0.0022,7.5946
1786330677.40,32.101,31.007,34.070,0.8037,0.8087,0.8000,0.8013,0.7988,0.8000,1.5012,1.5012,1.8013,1.7963,3.3138,1.2000,1.1013,0.0013,0.8775,1.2025,1.4950,-1.5432,4.7150,0.1144,0.0753,0.1665,0.3648,1.5380,0.1111,0.1432,0.0126,0.0232,0.5460,1.1662,-0.0000,0.1865,0.1714,0.0030,7.7940
1786330678.40,32.476,30.882,34.070,0.8037,0.8100,0.8000,0.7988,0.8000,0.8013,1.5025,1.5000,1.8013,1.7963,3.3150,1.2000,1.1013,0.0037,0.8775,1.2025,1.4938,-1.6879,4.7264,0.1124,0.0751,0.1672,0.3678,1.5243,0.1103,0.1441,0.0117,0.0232,0.5460,1.1657,-0.0000,0.1865,0.1714,0.0030,7.6469
1786330679.40,32.523,30.679,34.070,0.8037,0.8075,0.8000,0.8000,0.7988,0.8013,1.5012,1.5000,1.8013,1.7975,3.3138,1.2000,1.1013,0.0050,0.8775,1.2025,1.4925,-1.3262,4.7077,0.1120,0.0752,0.1669,0.3650,1.5275,0.1110,0.1450,0.0126,0.0232,0.5502,1.1662,-0.0000,0.1865,0.1684,0.0030,7.9942
1786330680.40,32.562,30.671,34.070,0.8037,0.8087,0.7988,0.8000,0.8000,0.8013,1.5025,1.4988,1.8013,1.7963,3.3138,1.2000,1.1013,0.0037,0.8775,1.2025,1.4950,-1.5432,4.7271,0.1090,0.0748,0.1672,0.3638,1.5243,0.1094,0.1441,0.0126,0.0232,0.5460,1.1662,-0.0000,0.1854,0.1714,0.0022,7.7835
1786330681.40,32.367,30.382,34.070,0.8025,0.8087,0.7988,0.8013,0.7988,0.8013,1.5012,1.5012,1.8013,1.7963,3.3150,1.2000,1.1000,0.0025,0.8788,1.2025,1.4938,-2.1667,4.7231,0.1122,0.0753,0.1669,0.3578,1.5320,0.1111,0.1441,0.0126,0.0249,0.5484,1.1649,-0.0000,0.1867,0.1729,0.0030,7.1691
1786330682.40,32.250,30.695,34.070,0.8037,0.8087,0.7988,0.8013,0.7988,0.8013,1.5038,1.4988,1.7988,1.7963,3.3150,1.2000,1.1013,0.0037,0.8788,1.2038,1.4938,-1.4226,4.7312,0.1154,0.0749,0.1665,0.3654,1.5293,0.1109,0.1430,0.0126,0.0249,0.5478,1.1657,-0.0000,0.1856,0.1715,0.0030,7.9251
1786330683.40,32.390,31.203,34.070,0.8025,0.8100,0.7988,0.8000,0.8000,0.8013,1.5025,1.4988,1.8000,1.7963,3.3150,1.2012,1.1013,0.0037,0.8775,1.2038,1.4938,-1.1556,4.7264,0.1054,0.0748,0.1668,0.3678,1.5356,0.1094,0.1440,0.0126,0.0232,0.5454,1.1657,-0.0000,0.1865,0.1715,0.0030,8.1823
1786330684.40,32.484,30.445,34.070,0.8025,0.8087,0.8000,0.8013,0.7988,0.8013,1.5025,1.5000,1.8013,1.7963,3.3138,1.2000,1.1013,0.0037,0.8775,1.2025,1.4938,-2.1667,4.7191,0.1144,0.0753,0.1669,0.3654,1.5273,0.1103,0.1450,0.0126,0.0249,0.5472,1.1662,-0.0000,0.1865,0.1699,0.0030,7.1670
1786330685.40,32.179,30.578,34.070,0.8050,0.8087,0.8000,0.8013,0.7975,0.8000,1.5025,1.5012,1.8013,1.7963,3.3138,1.2000,1.1013,0.0037,0.8788,1.2025,1.4938,-1.7147,4.7191,0.1168,0.0753,0.1663,0.5180,1.5393,0.1103,0.1450,0.0117,0.0249,0.5508,1.1657,-0.0000,0.1867,0.1714,0.0030,7.7895
1786330686.40,32.507,30.578,34.070,0.8037,0.8087,0.7988,0.8000,0.8000,0.8013,1.5025,1.4988,1.8000,1.7963,3.3150,1.2012,1.1013,0.0037,0.8775,1.2025,1.4925,-1.3503,4.7271,0.1090,0.0748,0.1676,0.3562,1.5280,0.1117,0.1440,0.0126,0.0249,0.5472,1.1657,-0.0000,0.1854,0.1714,0.0022,7.9774
1786330687.40,32.460,30.460,34.070,0.8037,0.8087,0.7988,0.8000,0.7975,0.8013,1.5025,1.5000,1.8013,1.7963,3.3150,1.1975,1.1013,0.0050,0.8788,1.2038,1.4938,-2.1701,4.7231,0.1174,0.0752,0.1663,0.3654,1.5273,0.1110,0.1441,0.0117,0.0249,0.5449,1.1651,-0.0000,0.1867,0.1700,0.0030,7.1659
1786330688.40,32.398,30.960,34.070,0.8025,0.8100,0.7988,0.8000,0.7988,0.8013,1.5025,1.4988,1.8000,1.7963,3.3138,1.2000,1.1025,0.0037,0.8775,1.2025,1.4938,-1.7816,4.7426,0.1110,0.0752,0.1669,0.3674,1.5393,0.1102,0.1449,0.0108,0.0232,0.5454,1.1670,-0.0000,0.1865,0.1699,0.0037,7.5823
1786330689.40,32.554,30.539,34.070,0.8037,0.8100,0.8000,0.8013,0.7975,0.8013,1.5025,1.4988,1.8000,1.7975,3.3138,1.2012,1.1000,0.0037,0.8775,1.2038,1.4938,-1.3744,4.7183,0.1180,0.0749,0.1667,0.3650,1.5280,0.1102,0.1431,0.0135,0.0232,0.5484,1.1643,-0.0000,0.1865,0.1700,0.0030,7.9586
1786330690.40,32.039,30.468,34.070,0.8025,0.8087,0.7988,0.8000,0.7988,0.8013,1.5025,1.5012,1.8000,1.7963,3.3138,1.2012,1.1000,0.0037,0.8788,1.2038,1.4938,-2.0223,4.7191,0.1114,0.0752,0.1665,0.3710,1.5378,0.1111,0.1449,0.0126,0.0232,0.5472,1.1649,-0.0000,0.1878,0.1715,0.0022,7.3241
1786330691.40,32.468,30.632,34.070,0.8037,0.8100,0.7988,0.8013,0.7988,0.8013,1.5025,1.4988,1.8013,1.7963,3.3150,1.2000,1.1013,0.0037,0.8775,1.2025,1.4925,-1.1815,4.7264,0.1174,0.0749,0.1665,0.3710,1.5250,0.1102,0.1441,0.0144,0.0249,0.5466,1.1662,-0.0000,0.1854,0.1729,0.0037,8.1680
1786330692.40,32.265,30.664,34.070,0.8037,0.8087,0.7988,0.8000,0.7988,0.8013,1.5025,1.5000,1.8013,1.7963,3.3150,1.2012,1.1025,0.0037,0.8775,1.2025,1.4938,-1.0851,4.7231,0.1158,0.0748,0.1673,0.3662,1.5303,0.1110,0.1441,0.0135,0.0232,0.5496,1.1664,-0.0000,0.1865,0.1699,0.0030,8.2596
1786330693.40,32.140,30.500,34.070,0.8037,0.8087,0.7988,0.8013,0.7975,0.8013,1.5025,1.5000,1.8025,1.7975,3.3150,1.2000,1.1013,0.0050,0.8775,1.2038,1.4950,-2.0496,4.7231,0.1102,0.0753,0.1663,0.3690,1.5265,0.1103,0.1451,0.0108,0.0215,0.5466,1.1657,-0.0000,0.1876,0.1700,0.0030,7.2814
1786330694.40,32.320,30.664,34.070,0.8037,0.8087,0.7988,0.8000,0.7988,0.8000,1.5025,1.4988,1.8025,1.7975,3.3150,1.2000,1.1025,0.0037,0.8788,1.2012,1.4938,-2.1701,4.7191,0.1150,0.0756,0.1669,0.3656,1.5348,0.1109,0.1442,0.0117,0.0249,0.5466,1.1664,-0.0000,0.1867,0.1727,0.0030,7.1740
1786330695.40,32.414,30.750,34.070,0.8037,0.8075,0.7988,0.8000,0.8013,0.8013,1.5012,1.4988,1.7988,1.7963,3.3150,1.2012,1.1025,0.0037,0.8788,1.2025,1.4950,-1.5432,4.7118,0.1134,0.0752,0.1671,0.3698,1.5268,0.1094,0.1439,0.0126,0.0232,0.5448,1.1675,-0.0000,0.1867,0.1699,0.0030,7.7818
1786330696.40,32.148,30.460,34.070,0.8025,0.8087,0.7988,0.8000,0.7975,0.8013,1.5025,1.5000,1.8013,1.7963,3.3150,1.2000,1.1025,0.0037,0.8788,1.2025,1.4950,-1.5408,4.7110,0.1154,0.0752,0.1667,0.3758,1.5371,0.1103,0.1441,0.0126,0.0232,0.5484,1.1670,-0.0000,0.1856,0.1714,0.0022,7.8051
1786330697.40,32.203,30.773,34.070,0.8037,0.8087,0.7988,0.8000,0.7988,0.8013,1.5025,1.5000,1.8013,1.7963,3.3150,1.2012,1.1013,0.0050,0.8788,1.2038,1.4938,-2.0013,4.7271,0.1130,0.0752,0.1669,0.3698,1.5280,0.1095,0.1441,0.0126,0.0249,0.5472,1.1668,-0.0000,0.1867,0.1715,0.0030,7.3450
1786330698.40,32.492,30.914,34.070,0.8025,0.8087,0.8000,0.8013,0.7988,0.8013,1.5025,1.5000,1.8000,1.7963,3.3150,1.1987,1.1013,0.0037,0.8788,1.2038,1.4938,-0.6982,4.7150,0.1128,0.0753,0.1669,0.3734,1.5280,0.1110,0.1431,0.0126,0.0232,0.5448,1.1662,-0.0000,0.1867,0.1700,0.0030,8.6340
1786330699.40,32.203,30.929,34.070,0.8037,0.8087,0.7988,0.8013,0.7988,0.8013,1.5025,1.5000,1.8013,1.7950,3.3138,1.2012,1.1000,0.0037,0.8788,1.2025,1.4938,-1.1333,4.7271,0.1098,0.0757,0.1665,0.3686,1.5295,0.1110,0.1432,0.0117,0.0232,0.5466,1.1643,-0.0000,0.1867,0.1729,0.0037,8.2074
1786330700.40,32.054,30.632,34.070,0.8037,0.8087,0.7988,0.8000,0.7988,0.8013,1.5025,1.5000,1.8013,1.7963,3.3150,1.2000,1.1013,0.0025,0.8788,1.2025,1.4938,-2.3148,4.7312,0.1158,0.0752,0.1669,0.3698,1.5295,0.1103,0.1450,0.0126,0.0249,0.5472,1.1668,-0.0000,0.1878,0.1729,0.0030,7.0440
1786330701.40,32.250,31.085,34.070,0.8025,0.8087,0.8000,0.8000,0.7988,0.8000,1.5025,1.5000,1.8013,1.7963,3.3138,1.2000,1.1025,0.0037,0.8775,1.2038,1.4938,-1.7093,4.7231,0.1092,0.0752,0.1669,0.3728,1.5386,0.1110,0.1441,0.0126,0.0249,0.5460,1.1675,-0.0000,0.1887,0.1715,0.0030,7.6457
1786330702.40,32.242,30.804,34.070,0.8025,0.8100,0.7988,0.8000,0.7988,0.8000,1.5012,1.4988,1.8000,1.7950,3.3150,1.2000,1.1013,0.0037,0.8788,1.2050,1.4938,-1.7093,4.7264,0.1142,0.0752,0.1661,0.3648,1.5260,0.1094,0.1449,0.0135,0.0232,0.5478,1.1657,-0.0000,0.1867,0.1732,0.0030,7.6308
1786330703.40,32.023,30.882,34.070,0.8050,0.8087,0.7988,0.8013,0.7975,0.8025,1.5025,1.5000,1.8000,1.7975,3.3138,1.2000,1.1000,0.0037,0.8775,1.2012,1.4938,-1.6905,4.7191,0.1194,0.0753,0.1659,0.3611,1.5386,0.1110,0.1440,0.0108,0.0232,0.5478,1.1643,-0.0000,0.1865,0.1712,0.0030,7.6506
1786330704.40,32.414,30.804,34.070,0.8037,0.8100,0.8000,0.8000,0.7988,0.8013,1.5025,1.5000,1.8000,1.7963,3.3138,1.2012,1.1013,0.0025,0.8775,1.2038,1.4950,-1.7120,4.7345,0.1140,0.0748,0.1665,0.3654,1.5258,0.1103,0.1431,0.0117,0.0232,0.5490,1.1657,-0.0000,0.1865,0.1715,0.0022,7.6321
1786330705.40,32.289,30.968,34.070,0.8037,0.8075,0.7988,0.8000,0.7988,0.8013,1.5025,1.5000,1.8013,1.7950,3.3150,1.2000,1.1013,0.0037,0.8775,1.2025,1.4938,-1.8326,4.7239,0.1130,0.0752,0.1673,0.3710,1.5348,0.1110,0.1441,0.0126,0.0232,0.5502,1.1657,-0.0000,0.1876,0.1729,0.0022,7.5221
1786330706.40,32.062,30.687,34.070,0.8037,0.8087,0.7988,0.8013,0.7975,0.8013,1.5012,1.5000,1.8013,1.7963,3.3150,1.2000,1.1025,0.0037,0.8775,1.2025,1.4938,-1.6638,4.7191,0.1118,0.0749,0.1663,0.3706,1.5245,0.1088,0.1441,0.0117,0.0249,0.5472,1.1675,-0.0000,0.1865,0.1714,0.0022,7.6676
